InstanceID,patientID,ImageName,cellTypeName,cellType,isCancerous,imagePath,imageExists
13810,54,13810.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13810.png,True
11823,30,11823.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/11823.png,True
677,48,677.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/677.png,True
13281,53,13281.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13281.png,True
4447,22,4447.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4447.png,True
aug_3_596_13860,54,aug_3_596_13860.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_596_13860.png,True
16564,24,16564.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16564.png,True
aug_3_1169_16658,24,aug_3_1169_16658.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_1169_16658.png,True
aug_3_645_17812,59,aug_3_645_17812.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_645_17812.png,True
78,36,78.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/78.png,True
50,36,50.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/50.png,True
4901,8,4901.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4901.png,True
aug_3_920_18465,26,aug_3_920_18465.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_920_18465.png,True
4342,22,4342.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4342.png,True
13275,53,13275.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13275.png,True
13891,54,13891.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13891.png,True
3208,14,3208.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/3208.png,True
aug_0_911_9908,41,aug_0_911_9908.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_911_9908.png,True
aug_3_607_17815,59,aug_3_607_17815.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_607_17815.png,True
10110,41,10110.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/10110.png,True
4693,8,4693.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4693.png,True
20562,37,20562.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20562.png,True
9288,21,9288.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9288.png,True
1411,47,1411.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1411.png,True
13734,54,13734.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13734.png,True
aug_0_409_9075,7,aug_0_409_9075.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_409_9075.png,True
9104,7,9104.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9104.png,True
22250,58,22250.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/22250.png,True
20554,37,20554.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20554.png,True
7826,9,7826.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7826.png,True
100,36,100.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/100.png,True
aug_3_495_18562,26,aug_3_495_18562.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_495_18562.png,True
9330,21,9330.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9330.png,True
aug_3_142_13747,54,aug_3_142_13747.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_142_13747.png,True
aug_0_355_22244,58,aug_0_355_22244.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_355_22244.png,True
13291,53,13291.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13291.png,True
10072,41,10072.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/10072.png,True
10046,41,10046.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/10046.png,True
aug_1_129_13683,54,aug_1_129_13683.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_129_13683.png,True
aug_3_217_1110,19,aug_3_217_1110.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_217_1110.png,True
aug_0_590_9038,7,aug_0_590_9038.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_590_9038.png,True
aug_0_572_18994,45,aug_0_572_18994.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_572_18994.png,True
4717,8,4717.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4717.png,True
4859,8,4859.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4859.png,True
8358,18,8358.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8358.png,True
aug_1_31_17037,29,aug_1_31_17037.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_31_17037.png,True
13748,54,13748.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13748.png,True
1422,47,1422.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1422.png,True
1396,47,1396.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1396.png,True
3011,14,3011.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/3011.png,True
1150,19,1150.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1150.png,True
10078,41,10078.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/10078.png,True
aug_0_593_18997,45,aug_0_593_18997.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_593_18997.png,True
aug_3_704_17819,59,aug_3_704_17819.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_704_17819.png,True
9178,7,9178.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9178.png,True
4429,22,4429.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4429.png,True
aug_3_445_757,48,aug_3_445_757.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_445_757.png,True
1001,49,1001.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1001.png,True
8482,18,8482.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8482.png,True
3101,14,3101.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/3101.png,True
13286,53,13286.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13286.png,True
aug_0_98_18420,26,aug_0_98_18420.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_98_18420.png,True
8370,18,8370.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8370.png,True
aug_3_822_18498,26,aug_3_822_18498.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_822_18498.png,True
aug_0_690_20557,37,aug_0_690_20557.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_690_20557.png,True
aug_0_126_11,36,aug_0_126_11.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_126_11.png,True
4127,6,4127.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4127.png,True
7950,9,7950.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7950.png,True
841,49,841.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/841.png,True
22254,58,22254.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/22254.png,True
aug_3_227_16712,24,aug_3_227_16712.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_227_16712.png,True
aug_0_244_20524,37,aug_0_244_20524.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_244_20524.png,True
aug_3_249_13859,54,aug_3_249_13859.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_249_13859.png,True
8609,18,8609.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8609.png,True
aug_0_586_7731,9,aug_0_586_7731.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_586_7731.png,True
9023,7,9023.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9023.png,True
9386,21,9386.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9386.png,True
8606,18,8606.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8606.png,True
18527,26,18527.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/18527.png,True
19018,45,19018.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/19018.png,True
aug_3_146_16636,24,aug_3_146_16636.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_146_16636.png,True
aug_0_114_20532,37,aug_0_114_20532.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_114_20532.png,True
aug_0_104_20061,23,aug_0_104_20061.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_104_20061.png,True
1087,19,1087.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1087.png,True
aug_0_602_22287,58,aug_0_602_22287.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_602_22287.png,True
17212,29,17212.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17212.png,True
7699,9,7699.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7699.png,True
9224,7,9224.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9224.png,True
17792,59,17792.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17792.png,True
28,36,28.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/28.png,True
aug_3_252_22390,58,aug_3_252_22390.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_252_22390.png,True
10084,41,10084.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/10084.png,True
9950,41,9950.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9950.png,True
16911,29,16911.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16911.png,True
261,5,261.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/261.png,True
aug_0_20_20260,23,aug_0_20_20260.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_20_20260.png,True
3115,14,3115.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/3115.png,True
20541,37,20541.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20541.png,True
4816,8,4816.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4816.png,True
aug_1_99_9117,7,aug_1_99_9117.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_99_9117.png,True
16663,24,16663.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16663.png,True
1453,47,1453.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1453.png,True
aug_1_144_4218,6,aug_1_144_4218.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_144_4218.png,True
794,48,794.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/794.png,True
8037,9,8037.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8037.png,True
9236,7,9236.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9236.png,True
16481,39,16481.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16481.png,True
18317,16,18317.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/18317.png,True
13303,53,13303.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13303.png,True
17475,15,17475.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17475.png,True
7984,9,7984.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7984.png,True
aug_1_204_13263,53,aug_1_204_13263.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_204_13263.png,True
7897,9,7897.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7897.png,True
710,48,710.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/710.png,True
7999,9,7999.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7999.png,True
aug_0_366_9018,7,aug_0_366_9018.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_366_9018.png,True
8401,18,8401.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8401.png,True
11808,30,11808.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/11808.png,True
aug_3_124_13830,54,aug_3_124_13830.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_124_13830.png,True
17168,29,17168.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17168.png,True
16901,29,16901.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16901.png,True
9350,21,9350.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9350.png,True
95,36,95.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/95.png,True
aug_3_1064_1124,19,aug_3_1064_1124.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_1064_1124.png,True
aug_0_597_20139,23,aug_0_597_20139.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_597_20139.png,True
4357,22,4357.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4357.png,True
aug_3_646_18560,26,aug_3_646_18560.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_646_18560.png,True
22348,58,22348.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/22348.png,True
96,36,96.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/96.png,True
20315,11,20315.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20315.png,True
17000,29,17000.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17000.png,True
17580,15,17580.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17580.png,True
9985,41,9985.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9985.png,True
8309,18,8309.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8309.png,True
1064,19,1064.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1064.png,True
8437,18,8437.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8437.png,True
aug_3_883_16608,24,aug_3_883_16608.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_883_16608.png,True
17238,29,17238.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/17238.png,True
8,36,8.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/8.png,True
aug_0_492_18344,16,aug_0_492_18344.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_492_18344.png,True
18454,26,18454.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/18454.png,True
7879,9,7879.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/7879.png,True
22292,58,22292.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/22292.png,True
9247,7,9247.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9247.png,True
aug_0_289_7684,9,aug_0_289_7684.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_289_7684.png,True
13846,54,13846.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13846.png,True
20265,23,20265.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20265.png,True
4343,22,4343.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4343.png,True
15967,28,15967.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/15967.png,True
20082,23,20082.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20082.png,True
aug_0_636_7698,9,aug_0_636_7698.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_636_7698.png,True
13784,54,13784.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13784.png,True
836,49,836.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/836.png,True
1041,19,1041.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1041.png,True
aug_0_301_22278,58,aug_0_301_22278.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_301_22278.png,True
aug_1_87_17020,29,aug_1_87_17020.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_87_17020.png,True
9309,21,9309.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9309.png,True
1168,19,1168.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/1168.png,True
18311,16,18311.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/18311.png,True
16597,24,16597.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16597.png,True
20584,37,20584.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/20584.png,True
aug_1_304_16947,29,aug_1_304_16947.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_304_16947.png,True
13827,54,13827.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13827.png,True
13954,54,13954.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13954.png,True
aug_0_666_20058,23,aug_0_666_20058.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_0_666_20058.png,True
9296,21,9296.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9296.png,True
11800,30,11800.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/11800.png,True
aug_3_1229_9176,7,aug_3_1229_9176.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_1229_9176.png,True
9485,21,9485.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9485.png,True
16466,39,16466.png,fibroblast,0,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/16466.png,True
15959,28,15959.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/15959.png,True
9312,21,9312.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9312.png,True
15734,12,15734.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/15734.png,True
13263,53,13263.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/13263.png,True
9237,7,9237.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/9237.png,True
aug_1_332_4107,6,aug_1_332_4107.png,inflammatory,1,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_1_332_4107.png,True
aug_3_617_13725,54,aug_3_617_13725.png,others,3,0,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/augmented/aug_3_617_13725.png,True
4956,8,4956.png,epithelial,2,1,/Users/poornagunawardana/Desktop/Semester_4/CML/A2/image-classification-cml-g30/data/patch_images/4956.png,True
